id,key,value,type
586484934,landuse,industrial,regular
586484934,man_made,environmental_hazard,regular
586484934,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110000619206,regular
586484934,source,http://www.epa.gov/enviro/geo_data.html,regular
586485124,name,BORDEN INCORPORATED DAIRY,epa
586485124,landuse,industrial,regular
586485124,man_made,environmental_hazard,regular
586485124,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110002133254,regular
586485124,source,http://www.epa.gov/enviro/geo_data.html,regular
586485588,name,ARCHEM CO,epa
586485588,landuse,industrial,regular
586485588,man_made,environmental_hazard,regular
586485588,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110002133593,regular
586485588,source,http://www.epa.gov/enviro/geo_data.html,regular
586485624,name,LANDRETH ENGINEERING CO.,epa
586485624,landuse,industrial,regular
586485624,man_made,environmental_hazard,regular
586485624,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110000895728,regular
586485624,source,http://www.epa.gov/enviro/geo_data.html,regular
586485981,landuse,industrial,regular
586485981,man_made,environmental_hazard,regular
586485981,name,Longhorn Glass Plant,regular
586485981,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110000769721,regular
586485981,source,http://www.epa.gov/enviro/geo_data.html,regular
586486320,name,HARRIS COUNTY FWSD NUMBER 051,epa
586486320,landuse,industrial,regular
586486320,man_made,environmental_hazard,regular
586486320,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110000762568,regular
586486320,source,http://www.epa.gov/enviro/geo_data.html,regular
586486655,name,COASTAL WATER AUTHORITY,epa
586486655,landuse,industrial,regular
586486655,man_made,environmental_hazard,regular
586486655,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110018926126,regular
586486655,source,http://www.epa.gov/enviro/geo_data.html,regular
586487129,name,VAM PTS CO,epa
586487129,landuse,industrial,regular
586487129,man_made,environmental_hazard,regular
586487129,ref,http://iaspub.epa.gov/enviro/national_kml.registry_html?p_registry_id=110002133833,regular
586487129,source,http://www.epa.gov/enviro/geo_data.html,regular
586625018,man_made,tower,regular
586625018,monitoring_station,radar,regular
586625018,name,KHGX,regular
586625018,operator,NOAA,regular
586625018,radar,NEXRAD,regular
586625018,source,osmsync:noaa:nexrad,regular
586625018,pkey,KHGX,source
586625018,website,https://www.ncdc.noaa.gov/nexradinv/chooseday.jsp?id=KHGX,regular
587985351,highway,motorway_junction,regular
587985351,noref,yes,regular
588142932,highway,motorway_junction,regular
588142932,ref,799,regular
588154487,highway,motorway_junction,regular
588154487,noref,yes,regular
589249828,highway,motorway_junction,regular
589249828,noref,yes,regular
589250307,highway,traffic_signals,regular
590337416,highway,motorway_junction,regular
590337416,noref,yes,regular
592186370,highway,traffic_signals,regular
592601240,highway,give_way,regular
593897008,railway,level_crossing,regular
593897217,railway,level_crossing,regular
593900300,railway,level_crossing,regular
593900305,railway,level_crossing,regular
593900310,railway,level_crossing,regular
595247216,highway,motorway_junction,regular
595247216,noref,yes,regular
595247592,highway,traffic_signals,regular
595259318,highway,motorway_junction,regular
595259318,noref,yes,regular
595402727,highway,traffic_signals,regular
595698872,highway,traffic_signals,regular
595698895,highway,traffic_signals,regular
597119766,highway,turning_circle,regular
597120000,highway,turning_circle,regular
597137702,highway,traffic_signals,regular
597443116,highway,traffic_signals,regular
597443146,highway,turning_circle,regular
597710258,highway,turning_circle,regular
597710310,highway,turning_circle,regular
597718635,highway,traffic_signals,regular
598101783,highway,turning_circle,regular
598101896,highway,turning_circle,regular
598101982,highway,turning_circle,regular
598102852,highway,turning_circle,regular
598109512,highway,traffic_signals,regular
598189372,highway,turning_circle,regular
598189408,highway,turning_circle,regular
598189429,highway,turning_circle,regular
598196514,highway,turning_circle,regular
598196577,highway,turning_circle,regular
598196648,highway,turning_circle,regular
598196663,highway,turning_circle,regular
598196705,highway,turning_circle,regular
598196749,highway,turning_circle,regular
598213689,highway,traffic_signals,regular
598225762,highway,turning_circle,regular
598225960,highway,turning_circle,regular
598284564,highway,turning_loop,regular
598284569,highway,turning_loop,regular
598295829,highway,turning_circle,regular
598295895,highway,turning_circle,regular
598295900,highway,turning_circle,regular
598295944,highway,turning_circle,regular
598296006,highway,turning_loop,regular
598296016,highway,turning_loop,regular
598296028,highway,turning_loop,regular
598315717,highway,turning_circle,regular
598315727,highway,turning_circle,regular
598315791,highway,turning_circle,regular
598315803,highway,turning_circle,regular
598315902,highway,turning_circle,regular
598315914,highway,turning_circle,regular
598316071,highway,turning_circle,regular
598316162,highway,turning_circle,regular
598316167,highway,turning_circle,regular
598316186,highway,turning_circle,regular
598316222,highway,turning_circle,regular
598316242,highway,turning_circle,regular
598316252,highway,turning_circle,regular
598483155,amenity,fuel,regular
598597113,highway,turning_circle,regular
598597131,highway,turning_circle,regular
598597978,highway,turning_circle,regular
598598063,highway,turning_circle,regular
598598101,highway,turning_circle,regular
598598158,highway,turning_circle,regular
598609407,highway,turning_circle,regular
598616809,highway,turning_circle,regular
598616994,highway,turning_circle,regular
598617117,highway,turning_circle,regular
598766304,highway,traffic_signals,regular
598784542,highway,traffic_signals,regular
599131104,highway,traffic_signals,regular
599826694,highway,traffic_signals,regular
600241171,highway,traffic_signals,regular
600486483,power,tower,regular
600828142,highway,traffic_signals,regular
600828218,highway,traffic_signals,regular
600972538,highway,traffic_signals,regular
600973101,highway,traffic_signals,regular
600973101,traffic_signals,signal,regular
601019350,highway,traffic_signals,regular
601019470,highway,traffic_signals,regular
601019532,highway,traffic_signals,regular
601019650,highway,traffic_signals,regular
601019782,highway,traffic_signals,regular
601019925,highway,traffic_signals,regular
601020024,highway,traffic_signals,regular
601020024,traffic_signals,signal,regular
602271241,highway,traffic_signals,regular
602274995,power,pole,regular
602280280,highway,turning_circle,regular
605018859,highway,motorway_junction,regular
605018859,noref,yes,regular
605848372,highway,turning_circle,regular
606135767,highway,traffic_signals,regular
606153491,highway,motorway_junction,regular
606153491,noref,yes,regular
606153527,highway,motorway_junction,regular
606153527,noref,yes,regular
606153538,highway,turning_circle,regular
606153593,highway,turning_circle,regular
609152460,highway,traffic_signals,regular
609152874,highway,stop,regular
610590357,highway,traffic_signals,regular
610892743,power,tower,regular
610892748,power,tower,regular
610892753,power,tower,regular
610892758,power,tower,regular
610918012,railway,level_crossing,regular
610973994,railway,level_crossing,regular
610975494,railway,switch,regular
610975494,source,survey & Texas Orthographic 19-04-20,regular
610975681,railway,railway_crossing,regular
610975681,source,survey & Texas Orthographic 19-04-20,regular
610975724,railway,railway_crossing,regular
610975724,source,survey & Texas Orthographic 19-04-20,regular
610975751,railway,switch,regular
610975751,source,survey & Texas Orthographic 19-04-20,regular
610975825,railway,switch,regular
610975825,source,survey & Texas Orthographic 19-04-20,regular
610975851,railway,switch,regular
610975851,source,survey & Texas Orthographic 19-04-20,regular
610998222,railway,level_crossing,regular
610998906,power,tower,regular
610999475,power,tower,regular
610999498,power,tower,regular
610999550,power,tower,regular
611022469,power,tower,regular
611022478,power,tower,regular
611022485,power,tower,regular
611022494,power,tower,regular
611022509,power,tower,regular
611022518,power,tower,regular
611022527,power,tower,regular
611022538,power,tower,regular
611022546,power,tower,regular
611022557,power,tower,regular
611725861,power,tower,regular
611725866,power,tower,regular
611725871,power,tower,regular
611725876,power,tower,regular
611725881,power,tower,regular
612726214,highway,motorway_junction,regular
612726214,noref,yes,regular
616073619,highway,traffic_signals,regular
616073632,highway,traffic_signals,regular
616745858,highway,give_way,regular
616745876,source,Bing,regular
616745937,highway,traffic_signals,regular
616896608,highway,turning_circle,regular
616896613,highway,turning_circle,regular
616896618,highway,turning_loop,regular
616896641,highway,turning_circle,regular
616941275,highway,traffic_signals,regular
617113692,highway,traffic_signals,regular
617359279,barrier,gate,regular
617378674,highway,turning_circle,regular
617825345,highway,turning_circle,regular
617825431,highway,turning_circle,regular
617825826,highway,turning_circle,regular
618510146,highway,turning_circle,regular
618510718,highway,turning_circle,regular
618532262,highway,turning_circle,regular
621953341,highway,turning_circle,regular
625987633,highway,traffic_signals,regular
627936422,highway,turning_circle,regular
631367603,highway,stop,regular
631367603,stop,all,regular
633676514,highway,traffic_signals,regular
633676524,highway,traffic_signals,regular
637060671,highway,traffic_signals,regular
639318274,highway,turning_circle,regular
639318274,source,Yahoo,regular
639318329,highway,turning_circle,regular
639318329,source,Yahoo,regular
641862126,highway,traffic_signals,regular
642558901,amenity,fountain,regular
642558901,source,local_knowledge,regular
647663158,barrier,gate,regular
648520956,highway,traffic_signals,regular
649016179,power,tower,regular
649016187,power,tower,regular
649016198,power,tower,regular
649016213,power,tower,regular
649016222,power,tower,regular
650761266,railway,buffer_stop,regular
650761266,source,survey & Texas Orthographic 19-04-20,regular
654141164,railway,level_crossing,regular
654146984,railway,buffer_stop,regular
654151614,power,tower,regular
654153428,power,tower,regular
654159118,railway,level_crossing,regular
654164484,railway,buffer_stop,regular
654166185,railway,level_crossing,regular
654172889,railway,level_crossing,regular
654172944,railway,level_crossing,regular
654184034,power,tower,regular
654184049,power,tower,regular
655131283,power,tower,regular
655131289,power,tower,regular
655131799,power,tower,regular
655177074,barrier,toll_booth,regular
655177074,toll_method,transponder;cash,regular
655179979,power,tower,regular
655179986,power,tower,regular
655180980,power,tower,regular
655181757,power,tower,regular
655181762,power,tower,regular
655181767,power,tower,regular
656311389,railway,level_crossing,regular
656367093,railway,level_crossing,regular
656650691,railway,switch,regular
656650719,railway,level_crossing,regular
656651141,railway,level_crossing,regular
656651317,railway,level_crossing,regular
656655555,railway,switch,regular
656676545,power,tower,regular
656701878,power,tower,regular
656706566,power,tower,regular
656925172,highway,turning_circle,regular
656925258,highway,turning_circle,regular
659462359,railway,level_crossing,regular
659465679,railway,level_crossing,regular
659480853,railway,switch,regular
659480870,railway,level_crossing,regular
659494969,power,tower,regular
659495051,power,tower,regular
659495067,power,tower,regular
660066540,power,tower,regular
660066545,power,tower,regular
660066560,power,tower,regular
660066625,power,tower,regular
660067138,railway,switch,regular
660070680,power,tower,regular
660072166,power,tower,regular
660072171,power,tower,regular
660073241,power,tower,regular
660073267,power,tower,regular
660080241,power,tower,regular
660080246,power,tower,regular
660084257,power,tower,regular
660084268,power,tower,regular
660084277,power,tower,regular
660084286,power,tower,regular
660084411,power,tower,regular
660084450,power,tower,regular
660084461,power,tower,regular
661038190,highway,traffic_signals,regular
662274304,highway,traffic_signals,regular
662279707,highway,traffic_signals,regular
662344831,power,tower,regular
662344912,power,tower,regular
662345241,power,tower,regular
662345358,power,tower,regular
662345385,power,tower,regular
662345404,power,tower,regular
662378120,power,tower,regular
662378290,power,tower,regular
662378383,power,tower,regular
662380770,power,tower,regular
662380884,power,tower,regular
662380988,power,tower,regular
662423283,power,tower,regular
662423294,power,tower,regular
662423305,power,tower,regular
662423315,power,tower,regular
662423329,power,tower,regular
662423338,power,tower,regular
662423353,power,tower,regular
662423361,power,tower,regular
662423370,power,tower,regular
663227153,power,tower,regular
663227208,power,tower,regular
663429334,highway,traffic_signals,regular
663443579,highway,traffic_signals,regular
663584429,highway,traffic_signals,regular
663584429,traffic_signals,signal,regular
663584499,power,tower,regular
663649184,barrier,toll_booth,regular
663649184,toll_method,transponder;cash,regular
663651681,highway,traffic_signals,regular
663709155,highway,traffic_signals,regular
663709155,traffic_signals,signal,regular
663731635,power,tower,regular
663731650,power,tower,regular
663731657,power,tower,regular
663731664,power,tower,regular
663734410,power,tower,regular
663734415,power,tower,regular
663734420,power,tower,regular
663734425,power,tower,regular
664078645,highway,motorway_junction,regular
664078645,noref,yes,regular
664471571,power,tower,regular
664471576,power,tower,regular
664471581,power,tower,regular
664565144,power,tower,regular
664565158,power,tower,regular
665543466,highway,turning_circle,regular
665543489,highway,turning_circle,regular
666959600,railway,level_crossing,regular
667086545,highway,traffic_signals,regular
667142480,highway,traffic_signals,regular
667242562,railway,level_crossing,regular
667244891,highway,traffic_signals,regular
670503996,railway,switch,regular
670504002,railway,switch,regular
670504024,railway,switch,regular
670504034,railway,switch,regular
670590246,railway,level_crossing,regular
670857663,highway,traffic_signals,regular
670866938,highway,traffic_signals,regular
670902754,highway,motorway_junction,regular
670902754,noref,yes,regular
671078917,highway,traffic_signals,regular
671080964,highway,traffic_signals,regular
671082613,highway,traffic_signals,regular
671221611,railway,level_crossing,regular
671221686,railway,level_crossing,regular
671237282,power,tower,regular
671237289,power,tower,regular
671237294,power,tower,regular
671237300,power,tower,regular
671244742,power,tower,regular
671244763,power,tower,regular
671247627,power,tower,regular
671247632,power,tower,regular
671469740,railway,buffer_stop,regular
671469740,source,survey & Texas Orthographic 19-04-20,regular
671704346,power,tower,regular
671798563,highway,traffic_signals,regular
671892762,power,pole,regular
672375949,power,tower,regular
672375966,power,tower,regular
672397590,power,tower,regular
672397616,power,tower,regular
672397628,power,tower,regular
672397649,power,tower,regular
672675362,railway,level_crossing,regular
672721745,power,tower,regular
672721761,power,tower,regular
672721766,power,tower,regular
672721797,power,tower,regular
672721808,power,tower,regular
672721813,power,tower,regular
672721818,power,tower,regular
672830274,power,tower,regular
672830291,power,tower,regular
672830304,power,tower,regular
672835169,power,tower,regular
672835203,power,tower,regular
672835211,power,tower,regular
672835217,power,tower,regular
672843561,power,tower,regular
672843573,power,tower,regular
672843585,power,tower,regular
672843599,power,tower,regular
672843611,power,tower,regular
672843621,power,tower,regular
672843632,power,tower,regular
672843646,power,tower,regular
672843657,power,tower,regular
672843670,power,tower,regular
672843688,power,tower,regular
672865037,highway,traffic_signals,regular
672865037,traffic_signals,signal,regular
673083780,power,tower,regular
673083820,power,tower,regular
673083833,power,tower,regular
673083839,power,tower,regular
673085311,power,tower,regular
673085318,power,tower,regular
673085323,power,tower,regular
673085330,power,tower,regular
673085336,power,tower,regular
673085342,power,tower,regular
673085348,power,tower,regular
673085355,power,tower,regular
673085361,power,tower,regular
673085367,mobile_phone,yes,communication
673085367,man_made,tower,regular
673085367,power,tower,regular
673085367,type,communication,tower
673957502,power,tower,regular
673957533,power,tower,regular
673957585,power,tower,regular
673967832,power,tower,regular
674226790,power,tower,regular
674262971,barrier,gate,regular
674297555,power,tower,regular
674300390,power,tower,regular
674306810,power,tower,regular
674313125,power,tower,regular
674313152,power,tower,regular
674313168,power,tower,regular
674691379,power,tower,regular
674691385,power,tower,regular
674774762,power,tower,regular
674774767,mobile_phone,yes,communication
674774767,man_made,tower,regular
674774767,power,tower,regular
674774767,type,communication,tower
674774772,power,tower,regular
674787854,barrier,gate,regular
674809572,highway,traffic_signals,regular
675599792,power,tower,regular
675599799,power,tower,regular
675599814,power,tower,regular
675604494,power,tower,regular
675604968,power,tower,regular
675608285,power,tower,regular
676016785,highway,turning_circle,regular
676037261,highway,traffic_signals,regular
676040452,highway,traffic_signals,regular
676199521,highway,turning_circle,regular
676200099,highway,traffic_signals,regular
676203918,highway,traffic_signals,regular
676240153,highway,traffic_signals,regular
676241625,highway,traffic_signals,regular
676252959,highway,traffic_signals,regular
676252959,traffic_signals,signal,regular
676390196,highway,traffic_signals,regular
676396272,highway,traffic_signals,regular
676398911,highway,traffic_signals,regular
676398942,highway,traffic_signals,regular
676403352,highway,traffic_signals,regular
676405422,highway,traffic_signals,regular
676406439,highway,traffic_signals,regular
676407252,highway,traffic_signals,regular
676407857,highway,traffic_signals,regular
676409048,highway,traffic_signals,regular
676415930,highway,traffic_signals,regular
677002060,power,tower,regular
678303568,highway,motorway_junction,regular
678303568,noref,yes,regular
678533086,power,tower,regular
678533096,power,tower,regular
678533103,power,tower,regular
678533113,power,tower,regular
678771000,power,tower,regular
678771011,power,tower,regular
678791124,power,tower,regular
678791141,power,tower,regular
678791158,power,tower,regular
678791172,power,tower,regular
678791188,power,tower,regular
678791204,power,tower,regular
678791216,power,tower,regular
678791225,power,portal,regular
678809984,power,tower,regular
678809989,power,tower,regular
678809994,power,tower,regular
678809999,power,tower,regular
678816672,power,tower,regular
678816682,power,tower,regular
678816690,power,tower,regular
678822975,power,tower,regular
678822992,power,tower,regular
678827347,power,tower,regular
679041610,crossing,zebra,regular
679041610,highway,crossing,regular
679041616,crossing,traffic_signals,regular
679041616,highway,traffic_signals,regular
679171736,highway,traffic_signals,regular
679184332,power,tower,regular
679184338,power,tower,regular
679185214,power,tower,regular
679185776,power,pole,regular
679191530,power,tower,regular
679191541,power,tower,regular
679191549,power,tower,regular
679191559,power,tower,regular
679192334,power,tower,regular
679193558,power,tower,regular
679193563,power,tower,regular
679193569,power,tower,regular
679300555,power,tower,regular
679300562,power,tower,regular
679779045,power,tower,regular
679779080,power,tower,regular
679824148,power,tower,regular
679824153,power,tower,regular
679824160,power,tower,regular
679824166,power,tower,regular
679824172,power,tower,regular
681242280,highway,traffic_signals,regular
681631062,power,tower,regular
681631082,power,tower,regular
681631097,power,tower,regular
681631103,power,tower,regular
681631179,power,tower,regular
681631215,power,tower,regular
681631241,power,tower,regular
681631248,mobile_phone,yes,communication
681631248,man_made,tower,regular
681631248,power,tower,regular
681631248,type,communication,tower
681631266,power,tower,regular
683210055,power,tower,regular
683217353,power,tower,regular
683217359,power,tower,regular
683217365,power,tower,regular
683217403,power,tower,regular
683239819,power,tower,regular
683239830,power,tower,regular
683241990,power,tower,regular
683242655,power,tower,regular
683244075,power,tower,regular
683244080,power,tower,regular
684383229,highway,turning_circle,regular
685065355,railway,switch,regular
689778897,highway,turning_circle,regular
689778897,source,Yahoo,regular
690891501,highway,traffic_signals,regular
697236298,railway,crossing,regular
703725636,highway,stop,regular
705718106,highway,traffic_signals,regular
708200460,highway,give_way,regular
735960024,highway,motorway_junction,regular
735960024,noref,yes,regular
738174047,railway,level_crossing,regular
763401993,highway,turning_circle,regular
763402460,highway,turning_circle,regular
763406486,highway,turning_circle,regular
763408410,highway,turning_circle,regular
765330900,highway,turning_circle,regular
766164129,highway,turning_circle,regular
773595447,highway,motorway_junction,regular
773595447,noref,yes,regular
773618689,highway,motorway_junction,regular
773618689,noref,yes,regular
792211661,highway,turning_circle,regular
792211661,source,Yahoo,regular
793742034,ferry,yes,regular
793742034,public_transport,stop_position,regular
797146602,city,Magnolia,addr
797146602,housenumber,18535,addr
797146602,postcode,77355,addr
797146602,street,Farm-to-Market Road 1488,addr
797146602,brand,Brookshire Brothers,regular
797146602,wikidata,Q4975084,brand
797146602,wikipedia,en:Brookshire Brothers,brand
797146602,name,Brookshire Brothers,regular
797146602,phone,+1-281-259-0166,regular
797146602,shop,supermarket,regular
814988172,brand,CVS Pharmacy,regular
814988172,wikidata,Q2078880,brand
814988172,wikipedia,en:CVS Pharmacy,brand
814988172,name,CVS Pharmacy,regular
814988172,shop,chemist,regular
814988172,short_name,CVS,regular
819666576,highway,traffic_signals,regular
819793334,crossing,traffic_signals,regular
819793334,highway,crossing,regular
819793465,crossing,traffic_signals,regular
819793465,highway,crossing,regular
819793488,highway,traffic_signals,regular
821022194,amenity,toilets,regular
823786804,amenity,toilets,regular
869540730,highway,turning_circle,regular
891342162,highway,motorway_junction,regular
891342162,ref,775B,regular
896895286,highway,turning_circle,regular
896895345,highway,turning_circle,regular
907805921,highway,turning_circle,regular
919353391,city,Houston,addr
919353391,housenumber,510,addr
919353391,postcode,77002,addr
919353391,state,TX,addr
919353391,street,Texas Avenue,addr
919353391,amenity,cinema,regular
919353391,brand,AMC,regular
919353391,wikidata,Q294721,brand
919353391,wikipedia,en:AMC Theatres,brand
919353391,name,AMC Houston 8,regular
919353391,phone,+1 713 223 3456,regular
919353391,screen,8,regular
919353391,wikidata,Q42299221,regular
927163070,city,Houston,addr
927163070,housenumber,12711,addr
927163070,postcode,77034,addr
927163070,state,TX,addr
927163070,street,Gulf Freeway,addr
927163070,amenity,restaurant,regular
927163070,cuisine,italian,regular
927163070,name,Olive Garden,regular
927163070,opening_hours,"Su-Th 11:00-22:00, Fr-Sa 11:00-23:00",regular
927163070,phone,+1-281-922-1523,regular
927163070,website,olivegarden.com,regular
974142910,highway,turning_circle,regular
974142942,highway,turning_circle,regular
974143011,highway,turning_circle,regular
976337543,highway,traffic_signals,regular
977023426,highway,motorway_junction,regular
977023426,noref,yes,regular
977754702,highway,traffic_signals,regular
983556276,aeroway,radar,regular
983598210,barrier,gate,regular
983663435,highway,traffic_signals,regular
983927508,highway,turning_circle,regular
984549288,leisure,slipway,regular
984570698,power,tower,regular
984642267,power,tower,regular
984642298,power,tower,regular
1000019601,power,tower,regular
1000019607,power,tower,regular
1000033571,power,tower,regular
1000033578,power,tower,regular
1000033586,power,tower,regular
1000033604,power,tower,regular
1000036730,power,tower,regular
1000051362,power,tower,regular
1000051379,power,tower,regular
1000051410,power,tower,regular
1000051430,power,tower,regular
1000051455,power,tower,regular
1000051471,power,tower,regular
1000051484,power,tower,regular
1000051500,power,tower,regular
1000063976,power,tower,regular
1000064002,power,portal,regular
1000064031,power,tower,regular
1000064167,power,tower,regular
1000064181,power,tower,regular
1001097323,highway,traffic_signals,regular
1001708218,highway,traffic_signals,regular
1001710014,highway,traffic_signals,regular
1001710023,highway,traffic_signals,regular
1003942377,highway,traffic_signals,regular
1004005726,highway,turning_loop,regular
1004006755,highway,turning_loop,regular
1004011161,highway,turning_circle,regular
1004018219,highway,turning_loop,regular
1004019708,highway,turning_loop,regular
1004027756,highway,turning_circle,regular
1004035941,highway,turning_circle,regular
1004043459,highway,turning_circle,regular
1004048336,highway,turning_circle,regular
1004054049,highway,turning_circle,regular
1004057546,highway,turning_circle,regular
1004070047,highway,turning_loop,regular
1004436321,highway,turning_loop,regular
1004440032,highway,turning_loop,regular
1004443257,highway,turning_circle,regular
1004451223,highway,turning_circle,regular
1004457191,highway,turning_loop,regular
1004460911,highway,turning_loop,regular
1004632204,highway,turning_circle,regular
1004637429,highway,turning_loop,regular
1004641494,highway,turning_circle,regular
1004643025,highway,turning_loop,regular
1004643997,highway,turning_loop,regular
1004657129,highway,turning_loop,regular
1004672418,highway,turning_circle,regular
1004675153,highway,turning_loop,regular
1004678972,highway,turning_loop,regular
1004682956,highway,turning_circle,regular
1004684624,highway,turning_circle,regular
1004687632,highway,turning_loop,regular
1004689020,highway,turning_loop,regular
1004904512,highway,traffic_signals,regular
1004906395,highway,turning_circle,regular
1004908813,highway,turning_circle,regular
1004917385,highway,turning_circle,regular
1004922895,highway,turning_circle,regular
1004923965,highway,turning_circle,regular
1004925345,highway,turning_circle,regular
1004935058,highway,turning_circle,regular
1004936731,highway,turning_circle,regular
1004937409,highway,turning_circle,regular
1004940343,highway,turning_circle,regular
1004961123,highway,turning_circle,regular
1004961780,highway,turning_circle,regular
1004962293,highway,turning_circle,regular
1004962638,highway,turning_circle,regular
1004963190,highway,turning_circle,regular
1004966270,highway,turning_circle,regular
1004968138,highway,turning_circle,regular
1004968624,highway,turning_loop,regular
1004968802,highway,turning_circle,regular
1009805796,amenity,bar,regular
1009805796,name,Nouveau Antique Art Bar,regular
1012804760,highway,turning_circle,regular
1013060434,highway,turning_circle,regular
1013060439,highway,turning_circle,regular
1013892178,power,tower,regular
1013892185,power,tower,regular
1013892195,power,tower,regular
1013892201,power,tower,regular
1013892208,power,tower,regular
1013937977,barrier,gate,regular
1014008809,power,tower,regular
1014008831,power,tower,regular
1014008851,power,tower,regular
1014008865,power,tower,regular
1014008882,power,tower,regular
1014008904,power,tower,regular
1014008916,power,tower,regular
1014008936,power,tower,regular
1014008949,power,tower,regular
1014748217,highway,turning_circle,regular
1014792558,noexit,yes,regular
1014792689,noexit,yes,regular
1014919157,highway,turning_circle,regular
1015106756,power,tower,regular
1015106768,power,tower,regular
1015106780,power,tower,regular
1015106789,power,tower,regular
1015106812,power,tower,regular
1015106827,power,tower,regular
1015106835,power,tower,regular
1015106850,power,tower,regular
1015106871,power,tower,regular
1015106880,power,tower,regular
1015106887,power,tower,regular
1015106898,power,tower,regular
1015106907,power,tower,regular
1015106929,power,tower,regular
1015106944,power,tower,regular
1015106951,power,tower,regular
1015106962,power,tower,regular
1036402188,highway,turning_circle,regular
1036404844,highway,turning_circle,regular
1036407752,highway,turning_circle,regular
1036408855,highway,turning_circle,regular
1036418057,highway,turning_circle,regular
1036428820,highway,turning_circle,regular
1036432114,highway,turning_circle,regular
1036436251,highway,turning_circle,regular
1036452205,highway,traffic_signals,regular
1036486216,highway,traffic_signals,regular
1036515469,highway,traffic_signals,regular
1038630326,amenity,fire_station,regular
1038630326,name,Tri-County Fire Dept.,regular
1038666933,name,Frank's Circle N,regular
1038666933,shop,convenience,regular
1041996999,aeroway,aerodrome,regular
1041996999,name,Brandes Air Field,regular
1041996999,source,ourairports.com,regular
1041996999,wikidata,Q61721249,regular
1042016385,aeroway,aerodrome,regular
1042016385,name,Zadow Airstrip,regular
1042016385,source,ourairports.com,regular
1042134091,aeroway,helipad,regular
1042134091,name,Rwave Heliport,regular
1042134091,source,ourairports.com,regular
1042134091,wikidata,Q61720621,regular
1042143367,aeroway,helipad,regular
1042143367,name,Goodson Honda Heliport,regular
1042143367,source,ourairports.com,regular
1043554305,railway,crossing,regular
1043554433,railway,crossing,regular
1043558300,railway,crossing,regular
1044328666,highway,turning_circle,regular
1044328691,highway,turning_loop,regular
1044328696,highway,turning_circle,regular
1044330765,highway,turning_loop,regular
1044330791,highway,turning_loop,regular
1044333784,highway,turning_loop,regular
1046989304,highway,turning_circle,regular
1047020665,highway,turning_loop,regular
1047031607,highway,turning_loop,regular
1047056717,highway,turning_circle,regular
1047056772,highway,turning_loop,regular
1047077125,highway,turning_loop,regular
1047083835,highway,turning_loop,regular
1047115799,highway,turning_circle,regular
1047202154,highway,turning_circle,regular
1047206308,highway,turning_circle,regular
1049806010,highway,traffic_signals,regular
1049874862,highway,turning_circle,regular
1049881250,highway,turning_circle,regular
1049910954,highway,turning_circle,regular
1050008476,highway,turning_loop,regular
1050022790,highway,turning_loop,regular
1050045927,highway,turning_loop,regular
1050061158,highway,turning_loop,regular
1050061167,highway,turning_circle,regular
1050061199,highway,turning_loop,regular
1050061213,highway,turning_circle,regular
1050065459,highway,turning_loop,regular
1050097843,highway,turning_loop,regular
1050102572,highway,turning_loop,regular
1050114754,highway,turning_loop,regular
1050582778,highway,turning_circle,regular
1050596539,highway,turning_circle,regular
1050618450,highway,turning_circle,regular
1050628847,highway,turning_circle,regular
1050663367,highway,turning_circle,regular
1050669283,highway,turning_circle,regular
1050680226,highway,turning_circle,regular
1050712340,highway,turning_circle,regular
1050736120,highway,turning_circle,regular
1050747783,highway,turning_circle,regular
1050752951,highway,turning_circle,regular
1050765149,highway,turning_circle,regular
1050781735,highway,turning_circle,regular
1050784829,highway,turning_circle,regular
1050786406,highway,turning_circle,regular
1053649520,highway,turning_circle,regular
1055918633,highway,traffic_signals,regular
1055957429,highway,turning_circle,regular
1058017096,highway,turning_loop,regular
1058017160,highway,turning_loop,regular
1058252737,highway,turning_circle,regular
1058289945,highway,turning_circle,regular
1058306260,highway,turning_loop,regular
1058306287,highway,turning_loop,regular
1058306305,highway,turning_circle,regular
1058314283,highway,turning_loop,regular
1058325065,junction,roundabout,regular
1058325143,highway,turning_loop,regular
1058339077,highway,turning_loop,regular
1058339118,barrier,gate,regular
1058352248,highway,turning_loop,regular
1058386463,highway,turning_circle,regular
1060135845,highway,turning_circle,regular
1060135874,highway,turning_circle,regular
1060179989,highway,turning_loop,regular
1060186272,highway,turning_loop,regular
1060186314,highway,turning_loop,regular
1060247723,highway,turning_circle,regular
1060256644,highway,turning_circle,regular
1060270856,highway,turning_circle,regular
1060485500,highway,turning_loop,regular
1060502061,highway,turning_circle,regular
1060509074,highway,turning_circle,regular
1060525857,highway,turning_circle,regular
1060525862,highway,turning_circle,regular
1060525877,highway,turning_circle,regular
1060525887,highway,turning_circle,regular
1060535111,highway,turning_circle,regular
1060536257,highway,turning_circle,regular
1060536924,highway,turning_circle,regular
